model,brand_name,price,price_original,price_currency,price_idr,rating,processor,processor_brand,processor_series,processor_score,processor_level,ram,ram_num,ram_class,memory_type,memory_size,storage_class,gpu_brand,gpu_type,gpu_score,gpu_level,os,os_family,display_size,display_class,resolution_height,resolution_width,resolution_class,touch_screen,touchscreen_label,warranty,warranty_class,price_class,label_kebutuhan,predicted_label,prediction_confidence,alasan_label,prob_administrasi_perkantoran,prob_desain_grafis,prob_editing_video,prob_programming
Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,30500,30500,INR,5795000,4.3,11th Gen Intel Core i3 1115G4,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
MSI CreatorPro X17 HX A13VKS-249IN Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph),MSI,500990,500990,INR,95188100,4.05,13th Gen Intel Core i9 13980HX,Intel,Core i9,5,Premium,64 GB DDR5 RAM,64,Premium,SSD,4000,Very Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,17.0,Large,2560,1600,Full HD,False,No,3,3 Years or More,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),Acer,30290,30290,INR,5755100,4.75,Intel Core i3 N305,Intel,Core i3,2,Basic,8 GB LPDDR5 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Acer,39990,39990,INR,7598100,4.2,11th Gen Intel Core i7 1165G7,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,0.9994,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0006,0.0,0.0,0.9994
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Acer,43900,43900,INR,8341000,4.4,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Acer,39900,39900,INR,7581000,4.3,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,0.9994,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0006,0.0,0.0,0.9994
HP Victus 15-fa1145TX Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),HP,69300,69300,INR,13167000,4.55,12th Gen Intel Core i5 12450H,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),Avita,17415,17415,INR,3308850,4.6,Intel Celeron  N4020,Intel,Celeron,1,Entry,8 GB DDR4 RAM,8,Standard,SSD,256,Basic,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,214990,214990,INR,40848100,4.2,Apple M3 Pro,Apple,Other,5,Premium,18 GB  RAM,18,Premium,SSD,512,Standard,Apple,Integrated,4,Dedicated High,Mac,Mac,16.2,Large,3456,2234,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Apple MacBook Pro 14 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple,276990,276990,INR,52628100,4.2,Apple M3 Max,Apple,Other,5,Premium,36 GB  RAM,36,Premium,SSD,1000,Large,Apple,Integrated,5,Dedicated Premium,Mac,Mac,14.2,Medium,3024,1964,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),Apple,250990,250990,INR,47688100,4.65,Apple M3 Pro,Apple,Other,5,Premium,36 GB  RAM,36,Premium,SSD,512,Standard,Apple,Integrated,4,Dedicated High,Mac,Mac,16.2,Large,3456,2234,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,174990,174990,INR,33248100,4.75,Apple M3 Pro,Apple,Other,5,Premium,18 GB  RAM,18,Premium,SSD,512,Standard,Apple,Integrated,4,Dedicated High,Mac,Mac,14.2,Medium,3024,1964,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple,303990,303990,INR,57758100,4.0,Apple M3 Max,Apple,Other,5,Premium,36 GB  RAM,36,Premium,SSD,1000,Large,Apple,Integrated,5,Dedicated Premium,Mac,Mac,16.2,Large,3456,2234,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),Apple,369900,369900,INR,70281000,4.65,Apple M3 Max,Apple,Other,5,Premium,48 GB  RAM,48,Premium,SSD,1000,Large,Apple,Integrated,5,Dedicated Premium,Mac,Mac,16.2,Large,3456,2234,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,48500,48500,INR,9215000,4.45,11th Gen Intel Core i5 1135G7,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,110000,110000,INR,20900000,4.3,13th Gen Intel Core i7 1360P,Intel,Core i7,4,High,16 GB LPDDR5 RAM,16,High,SSD,1000,Large,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,13.3,Small,2560,1600,Full HD,True,Yes,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),Apple,205990,205990,INR,39138100,4.35,Apple M3 Pro,Apple,Other,5,Premium,18 GB  RAM,18,Premium,SSD,1000,Large,Apple,Integrated,4,Dedicated High,Mac,Mac,14.2,Medium,3024,1964,High Resolution,False,No,1,1 Year,Premium,Editing Video,Editing Video,1.0,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0,1.0,0.0
Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,34980,34980,INR,6646200,4.2,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Dell Inspiron 3530 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Dell,59065,59065,INR,11222350,4.25,13th Gen Intel Core i7 1355U,Intel,Core i7,4,High,16 GB DDR4 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,24790,24790,INR,4710100,4.6,AMD Athlon Silver 7120U,AMD,Other,2,Basic,8 GB LPDDR5 RAM,8,Standard,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,0.999,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.999,0.0,0.0,0.001
Asus Chromebook CX1400FKA-EC0168 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),Asus,23990,23990,INR,4558100,4.65,Intel Celeron N4500,Intel,Celeron,1,Entry,8 GB LPDDR4X RAM,8,Standard,Hard Disk,128,Low,Intel,Integrated,1,Integrated Basic,Chrome,Chrome,14.0,Medium,1920,1080,Full HD,True,Yes,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,37490,37490,INR,7123100,4.65,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,41390,41390,INR,7864100,4.1,12th Gen Intel Core i3 1220P,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Administrasi/Perkantoran,Administrasi/Perkantoran,0.9998,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",0.9998,0.0,0.0,0.0002
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),Acer,39990,39990,INR,7598100,4.65,5th Gen AMD Ryzen 5 5500U,AMD,Ryzen 5,3,Mid,16 GB DDR4 RAM,16,High,SSD,1000,Large,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),Microsoft,79990,79990,INR,15198100,4.2,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,8 GB LPDDR5 RAM,8,Standard,SSD,256,Basic,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,12.4,Small,1536,1024,Standard,True,Yes,1,1 Year,High,Programming,Programming,0.9877,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0123,0.0,0.0,0.9877
HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,51000,51000,INR,9690000,4.4,7th Gen AMD Ryzen 5 7535HS,AMD,Ryzen 5,3,Mid,8 GB DDR5 RAM,8,Standard,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,98990,98990,INR,18808100,4.35,7th Gen AMD Ryzen 7 7840HS,AMD,Ryzen 7,4,High,16 GB DDR5 RAM,16,High,SSD,1000,Large,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,16.1,Large,1920,1080,Full HD,False,No,1,1 Year,High,Editing Video,Editing Video,0.9995,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0005,0.9995,0.0
Gigabyte G5 MF-E2IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Gigabyte,69900,69900,INR,13281000,4.15,12th Gen Intel Core i5 12500H,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,2,2 Years,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,29890,29890,INR,5679100,4.55,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Acer,34990,34990,INR,6648100,4.1,7th Gen AMD Ryzen 5 7520U,AMD,Ryzen 5,3,Mid,8 GB LPDDR5 RAM,8,Standard,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,0.9997,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0003,0.0,0.0,0.9997
Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),Acer,35999,35999,INR,6839810,4.75,Intel Celeron N4500,Intel,Celeron,1,Entry,8 GB LPDDR4X RAM,8,Standard,SSD,64,Low,Intel,Integrated,1,Integrated Basic,Chrome,Chrome,14.0,Medium,1080,1920,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),Zebronics,27990,27990,INR,5318100,4.4,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Dell,49990,49990,INR,9498100,4.5,13th Gen Intel Core i3 1315U,Intel,Core i3,2,Basic,8 GB LPDDR5 RAM,8,Standard,SSD,256,Basic,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,True,Yes,1,1 Year,Medium,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),Ultimus,11990,11990,INR,2278100,4.6,Intel Celeron  N4020,Intel,Celeron,1,Entry,4 GB DDR4 RAM,4,Low,SSD,128,Low,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.1,Medium,1366,768,Standard,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,34720,34720,INR,6596800,4.65,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,48999,48999,INR,9309810,4.3,5th Gen AMD Ryzen 5 5600H,AMD,Ryzen 5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,AMD,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,0.9999,0.0,0.0001
Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),Primebook,12990,12990,INR,2468100,4.25,MediaTek MT8183,MediaTek,Other,1,Entry,4 GB LPDDR4 RAM,4,Low,Hard Disk,64,Low,ARM,Integrated,1,Integrated Basic,Windows 11,Windows,11.6,Small,1366,768,Standard,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,54689,54689,INR,10390910,4.4,5th Gen AMD Ryzen 5 5500H,AMD,Ryzen 5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),HP,124990,124990,INR,23748100,4.1,13th Gen Intel Core i7 13700HX,Intel,Core i7,4,High,16 GB DDR5 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,17.3,Large,1920,1080,Full HD,False,No,1,1 Year,Premium,Editing Video,Editing Video,0.9999,"Processor tinggi, RAM minimal 16 GB, storage minimal 512 GB, dan GPU mendukung pekerjaan berat.",0.0,0.0001,0.9999,0.0
Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,76190,76190,INR,14476100,4.5,13th Gen Intel Core i5 13500H,Intel,Core i5,3,Mid,16 GB LPDDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1200,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),HP,44990,44990,INR,8548100,4.55,12th Gen Intel Core i5 1235U,Intel,Core i5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,71990,71990,INR,13678100,4.1,12th Gen Intel Core i5 1240P,Intel,Core i5,3,Mid,16 GB LPDDR5 RAM,16,High,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,2240,1400,Full HD,False,No,1,1 Year,High,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),Lenovo,35990,35990,INR,6838100,4.3,5th Gen AMD Ryzen 5  5500U,AMD,Ryzen 5,3,Mid,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,AMD,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Programming,Programming,0.9999,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0001,0.0,0.0,0.9999
HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,34990,34990,INR,6648100,4.55,12th Gen Intel Core i3 1215U,Intel,Core i3,2,Basic,8 GB DDR4 RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,52430,52430,INR,9961700,4.2,13th Gen Intel Core i5 1335U,Intel,Core i5,3,Mid,8 GB LPDDR5  RAM,8,Standard,SSD,512,Standard,Intel,Integrated,1,Integrated Basic,Windows 11,Windows,14.0,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Programming,Programming,1.0,"Processor menengah ke atas, RAM minimal 8 GB, dan storage memadai untuk coding dan pengembangan aplikasi.",0.0,0.0,0.0,1.0
Primebook S Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 128GB eMMC/ Prime OS),Primebook,13990,13990,INR,2658100,4.15,MediaTek MT8183,MediaTek,Other,1,Entry,4 GB LPDDR4 RAM,4,Low,Hard Disk,128,Low,ARM,Integrated,1,Integrated Basic,Windows 11,Windows,11.6,Small,1366,768,Standard,False,No,1,1 Year,Low,Administrasi/Perkantoran,Administrasi/Perkantoran,1.0,"Spesifikasi cukup untuk dokumen, browsing, meeting online, dan aktivitas perkantoran ringan.",1.0,0.0,0.0,0.0
Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),Acer,51990,51990,INR,9878100,4.5,13th Gen Intel Core i5 1335U,Intel,Core i5,3,Mid,16 GB DDR4 RAM,16,High,SSD,512,Standard,NVIDIA,Dedicated,3,Dedicated Entry,Windows 11,Windows,15.6,Medium,1920,1080,Full HD,False,No,1,1 Year,Medium,Desain Grafis,Desain Grafis,1.0,"Processor menengah ke atas, RAM minimal 8 GB, storage memadai, dan GPU mendukung pekerjaan visual.",0.0,1.0,0.0,0.0
